kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9214942,K01403.01,Kepler-833 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.75470238,5.267e-05,-5.267e-05,141.7172,0.00226,-0.00226,0.034,0.432,-0.034,3.0331,0.0764,-0.0764,995.3,34.4,-34.4,1.67,0.13,-0.18,382.0,,,5.03,1.8,-1.69,33.2,1.0,q1_q17_dr25_tce,3976.0,159.0,-177.0,4.721,0.054,-0.041,0.54,0.042,-0.058,290.47995,45.6007,15.473
9216231,K05641.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,616.34132,0.01531,-0.01531,154.168,0.0193,-0.0193,0.28,0.1792,-0.2799,12.724,0.753,-0.753,1287.0,136.0,-136.0,2.11,0.17,-0.26,131.0,,,0.07,0.02,-0.02,12.5,1.0,q1_q16_tce,4197.0,120.0,-138.0,4.659,0.07,-0.03,0.588,0.049,-0.07,291.03244,45.64106,15.894
9216775,K04513.01,Kepler-1612 b,CONFIRMED,CANDIDATE,0.872,0,0,0,0,3.91794676,2.674e-05,-2.674e-05,132.86384,0.00497,-0.00497,0.337,0.126,-0.337,2.549,0.163,-0.163,116.5,10.1,-10.1,0.94,0.11,-0.04,1030.0,,,266.81,86.69,-35.37,13.5,1.0,q1_q17_dr25_tce,5500.0,74.0,-82.0,4.547,0.019,-0.11,0.87,0.105,-0.035,291.25027,45.655071,14.75
9216810,K08179.01,,FALSE POSITIVE,FALSE POSITIVE,0.207,1,0,0,0,138.62902498,,,235.3730333,,,,,,4.93,,,,,,,,,,,,,,,,2.0,q1_q17_dr25_tce,,,,,,,,,,291.26102,45.63747,10.555
9217583,K05642.01,,CANDIDATE,CANDIDATE,,0,0,0,0,222.28056,0.004831,-0.004831,131.8546,0.0173,-0.0173,0.2151,0.2405,-0.2151,3.035,0.735,-0.735,271.9,49.7,-49.7,2.56,1.5,-0.61,405.0,,,6.37,11.33,-3.11,8.0,1.0,q1_q16_tce,6543.0,161.0,-201.0,4.17,0.171,-0.322,1.531,0.9,-0.365,291.57455,45.618389,12.401
9220612,K04059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.979161676,7.395e-06,-7.395e-06,132.21831,0.00593,-0.00593,0.634,0.299,-0.411,2.942,0.326,-0.326,160.2,10.7,-10.7,1.03,0.19,-0.08,1548.0,,,1357.43,777.75,-334.21,20.2,1.0,q1_q17_dr25_tce,5390.0,159.0,-159.0,4.591,0.03,-0.12,0.78,0.143,-0.061,292.79333,45.628262,15.278
9220614,K05643.01,,CANDIDATE,CANDIDATE,,0,0,0,0,570.01886,0.01442,-0.01442,375.0523,0.0175,-0.0175,0.1946,0.2543,-0.1942,3.52,0.616,-0.616,428.5,82.9,-82.9,1.62,0.44,-0.12,190.0,,,0.31,0.25,-0.07,6.8,1.0,q1_q16_tce,5496.0,151.0,-143.0,4.579,0.029,-0.172,0.79,0.215,-0.06,292.79358,45.687859,14.441
9221398,K06066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,13.787520532,4.91e-07,-4.91e-07,136.762097,2.87e-05,-2.87e-05,0.99,0.102,-0.033,2.55435,0.00192,-0.00192,12978.0,3.3,-3.3,25.33,4.26,-2.3,921.0,,,170.01,72.38,-37.12,2126.1,1.0,q1_q17_dr25_tce,6399.0,70.0,-89.0,4.312,0.056,-0.112,1.289,0.217,-0.117,293.09286,45.691841,12.14
9221517,K02281.01,Kepler-1173 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,0.769854899,1.243e-06,-1.243e-06,132.51944,0.00126,-0.00126,0.705,0.24,-0.494,1.0243,0.0449,-0.0449,109.6,4.9,-4.9,0.93,0.12,-0.07,1650.0,,,1756.8,768.41,-413.59,28.7,1.0,q1_q17_dr25_tce,5173.0,155.0,-139.0,4.55,0.039,-0.091,0.822,0.107,-0.063,293.1311,45.663551,13.829
9221517,K02281.02,,CANDIDATE,CANDIDATE,,0,0,0,0,455.27405,0.05654,-0.05654,367.95,0.0144,-0.0144,0.2429,0.3335,-0.2428,2.4,1.1,-1.1,366.0,122.0,-122.0,1.54,0.34,-0.11,196.0,,,0.35,0.25,-0.08,4.5,2.0,q1_q16_tce,5178.0,172.0,-136.0,4.556,0.028,-0.149,0.818,0.186,-0.056,293.1311,45.663551,13.829
9221528,K03355.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,16.2953228,0.000274,-0.000274,144.7982,0.0138,-0.0138,0.587,0.36,-0.365,4.882,0.355,-0.355,229.1,20.6,-20.6,1.6,0.51,-0.22,773.0,,,84.23,82.59,-30.87,12.9,1.0,q1_q17_dr25_tce,6187.0,197.0,-241.0,4.432,0.072,-0.203,1.013,0.326,-0.14,293.13409,45.626869,15.11
9221627,K07148.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.7613778,0.0001424,-0.0001424,132.989,0.114,-0.114,0.159,0.29,-0.159,1.355,0.182,-0.182,359.3,45.3,-45.3,2.32,0.79,-0.32,1824.0,,,2621.69,2632.67,-949.69,10.5,1.0,q1_q17_dr25_tce,6544.0,181.0,-250.0,4.349,0.072,-0.217,1.207,0.411,-0.165,293.17194,45.677391,15.02
9222516,K04492.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.63938062,2.91e-07,-2.91e-07,131.894673,0.000377,-0.000377,1.377,0.873,-0.191,1.2067,0.0213,-0.0213,308.0,3.4,-3.4,51.53,17.93,-5.99,2566.0,,,10289.98,10298.43,-3276.34,97.5,1.0,q1_q17_dr25_tce,6607.0,161.0,-221.0,4.363,0.056,-0.224,1.204,0.419,-0.14,293.52997,45.66433,13.725
9224514,K05644.01,,CANDIDATE,CANDIDATE,,0,0,0,0,378.93139106,,,254.5741017,,,,,,14.11,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,294.26019,45.69408,15.316
9225395,K02107.01,Kepler-1101 b,CONFIRMED,CANDIDATE,0.979,0,0,0,0,81.3153052,0.0009352,-0.0009352,175.9957,0.0105,-0.0105,0.013,0.453,-0.013,5.807,0.228,-0.228,715.5,39.6,-39.6,2.55,0.3,-0.33,393.0,,,5.64,1.84,-1.61,20.7,1.0,q1_q17_dr25_tce,5325.0,79.0,-79.0,4.39,0.12,-0.08,0.975,0.115,-0.126,294.56937,45.671261,15.111
9226339,K03477.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,21.4618453,0.0002962,-0.0002962,132.2156,0.0105,-0.0105,1.139,74.89,-1.953,5.675,0.551,-0.551,122.2,11.3,-11.3,19.89,3.18,-2.87,722.0,,,64.17,28.59,-20.85,13.4,1.0,q1_q17_dr25_tce,5806.0,105.0,-117.0,4.283,0.132,-0.108,1.213,0.194,-0.175,294.91699,45.680679,13.798
9227215,K07931.01,,CANDIDATE,CANDIDATE,0.487,0,0,0,0,242.0367,0.01622,-0.01622,181.746,0.0546,-0.0546,0.568,0.012,-0.489,11.01,1.4,-1.4,333.3,45.5,-45.5,2.11,0.64,-0.35,323.0,,,2.57,2.4,-1.01,8.9,1.0,q1_q17_dr25_tce,6086.0,193.0,-214.0,4.36,0.108,-0.201,1.116,0.34,-0.183,295.22937,45.624889,15.055
9229657,K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.66831274,1.026e-05,-1.026e-05,131.68823,0.00287,-0.00287,0.333,0.122,-0.333,2.4141,0.0924,-0.0924,266.2,13.4,-13.4,1.48,0.37,-0.13,1252.0,,,581.38,440.61,-156.5,23.3,1.0,q1_q17_dr25_tce,5806.0,157.0,-192.0,4.528,0.042,-0.168,0.899,0.231,-0.077,296.07568,45.62706,15.553
9229807,K05645.01,,CANDIDATE,CANDIDATE,,0,0,0,0,580.85326788,,,386.2877879,,,,,,16.63,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,296.12985,45.681862,15.927
9230021,K03429.04,,CANDIDATE,CANDIDATE,0.508,0,0,0,0,44.433726,0.001018,-0.001018,162.9825,0.0214,-0.0214,0.624,0.02,-0.486,6.118,0.407,-0.407,239.6,30.9,-30.9,1.85,0.29,-0.29,538.0,,,19.73,8.21,-6.4,8.0,3.0,q1_q17_dr25_tce,5596.0,83.0,-75.0,4.298,0.143,-0.104,1.145,0.178,-0.178,296.19614,45.634331,15.364
9230021,K03429.01,,CANDIDATE,CANDIDATE,0.892,0,0,0,0,15.8283833,0.0004557,-0.0004557,144.3927,0.0257,-0.0257,0.623,0.0,-0.498,3.643,0.527,-0.527,227.5,33.0,-33.0,1.8,0.28,-0.28,758.0,,,78.2,32.54,-25.35,9.8,2.0,q1_q17_dr25_tce,5596.0,83.0,-75.0,4.298,0.143,-0.104,1.145,0.178,-0.178,296.19614,45.634331,15.364
9230021,K03429.02,Kepler-1497 b,CONFIRMED,CANDIDATE,0.993,0,0,0,0,8.74192361,8.714e-05,-8.714e-05,135.42727,0.0087,-0.0087,0.025,0.416,-0.025,4.235,0.184,-0.184,295.7,17.1,-17.1,1.94,0.3,-0.3,924.0,,,172.38,71.72,-55.89,18.5,1.0,q1_q17_dr25_tce,5596.0,83.0,-75.0,4.298,0.143,-0.104,1.145,0.178,-0.178,296.19614,45.634331,15.364
9230021,K03429.03,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,26.936878,0.001109,-0.001109,157.7573,0.0335,-0.0335,0.2807,0.1762,-0.2806,4.969,0.57,-0.57,246.9,33.5,-33.5,1.57,0.64,-0.17,617.0,,,34.24,42.37,-10.62,8.8,,,5878.0,181.0,-202.0,4.442,0.066,-0.281,0.998,0.407,-0.109,296.19614,45.634331,15.364
9236858,K07149.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,2.537081943,1.41e-07,-1.41e-07,134.005172,4.54e-05,-4.54e-05,0.451,0.004,-0.003,4.80903,0.00183,-0.00183,245320.0,142.0,-142.0,67.96,23.26,-9.97,1712.0,,,2032.57,1994.6,-754.85,2434.8,1.0,q1_q17_dr25_tce,6735.0,162.0,-243.0,4.307,0.072,-0.203,1.309,0.448,-0.192,298.12146,45.651131,13.04
9239670,K08282.01,,FALSE POSITIVE,FALSE POSITIVE,0.116,1,0,0,0,456.55308,0.01288,-0.01288,527.3529,0.0172,-0.0172,0.673,0.038,-0.5,4.435,0.609,-0.609,116.2,20.1,-20.1,1.48,0.32,-0.39,270.0,,,1.26,0.78,-0.64,7.3,1.0,q1_q17_dr25_tce,5678.0,142.0,-128.0,4.161,0.26,-0.14,1.298,0.278,-0.34,298.90518,45.61084,11.858
9240664,K04338.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,10.78438513,3.424e-05,-3.424e-05,141.40685,0.00274,-0.00274,1.18,6.83,-0.363,1.408,0.164,-0.164,233.6,19.3,-19.3,75.04,22.09,-51.56,1397.0,,,900.7,834.63,-824.37,15.6,1.0,q1_q17_dr25_tce,5575.0,198.0,-198.0,3.516,0.832,-0.208,3.515,1.035,-2.415,299.20667,45.64547,13.638
9243795,K07150.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,14.443127448,1.654e-06,-1.654e-06,139.3903174,9.29e-05,-9.29e-05,0.98,0.028,-0.013,8.33598,0.00744,-0.00744,41685.0,28.0,-28.0,92.28,16.05,-37.44,1182.0,,,462.07,259.68,-318.65,2186.0,1.0,q1_q17_dr25_tce,5757.0,183.0,-183.0,3.672,0.323,-0.108,2.736,0.476,-1.11,300.12634,45.633549,12.732
9244508,K02830.01,Kepler-1360 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,40.5289885,0.0002769,-0.0002769,168.01669,0.00532,-0.00532,0.325,0.107,-0.325,10.604,0.165,-0.165,360.7,11.3,-11.3,5.92,0.83,-1.54,933.0,,,178.81,64.88,-86.22,35.3,1.0,q1_q17_dr25_tce,6443.0,77.0,-90.0,3.74,0.21,-0.09,3.086,0.432,-0.802,300.34406,45.623219,13.913
9244756,K01969.01,Kepler-1779 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,16.34355902,7.639e-05,-7.639e-05,145.04116,0.00363,-0.00363,0.716,0.203,-0.478,5.474,0.122,-0.122,829.4,27.5,-27.5,3.26,0.5,-0.29,730.0,,,67.34,27.0,-14.74,34.0,1.0,q1_q17_dr25_tce,5730.0,77.0,-86.0,4.394,0.08,-0.12,1.056,0.161,-0.094,300.41751,45.605518,15.017
9246715,K07601.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,342.55315723,9.734e-05,-9.734e-05,337.516722,0.000183,-0.000183,0.797,0.005,-0.006,73.8068,0.0124,-0.0124,192890.0,28.9,-28.9,830.99,184.1,-398.9,738.0,,,70.22,44.93,-53.2,8248.4,1.0,q1_q17_dr25_tce,4857.0,116.0,-131.0,2.422,0.427,-0.183,14.219,3.15,-6.826,300.95135,45.604118,9.266
9264949,K01405.01,Kepler-835 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,11.41911886,7.774e-05,-7.774e-05,186.30498,0.00496,-0.00496,0.947,0.0,-0.662,5.135,0.188,-0.188,509.2,23.8,-23.8,3.32,1.0,-0.42,921.0,,,170.33,150.95,-59.64,23.7,1.0,q1_q17_dr25_tce,6311.0,177.0,-243.0,4.398,0.052,-0.208,1.172,0.351,-0.15,283.57422,45.734798,15.965
9265521,K05646.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,386.62189,0.02355,-0.02355,319.129,0.0268,-0.0268,0.1616,0.2909,-0.1615,17.72,1.1,-1.1,193.2,18.8,-18.8,1.44,0.57,-0.16,267.0,,,1.21,1.38,-0.36,12.3,1.0,q1_q16_tce,6085.0,144.0,-176.0,4.412,0.073,-0.274,1.033,0.411,-0.115,283.8996,45.724232,13.262
9266285,K07151.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,5.61386908,6.62e-07,-6.62e-07,132.572901,0.0001,-0.0001,1.07,0.031,-0.038,5.07753,0.00477,-0.00477,57386.0,47.0,-47.0,34.24,1.84,-2.9,714.0,,,61.43,16.1,-16.36,1253.6,1.0,q1_q17_dr25_tce,4504.0,147.0,-147.0,4.582,0.052,-0.024,0.709,0.038,-0.06,284.31046,45.76955,14.072
9266431,K00704.01,Kepler-1726 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,18.39629744,2.973e-05,-2.973e-05,185.13946,0.00131,-0.00131,0.872,0.016,-0.652,2.7838,0.0405,-0.0405,680.2,13.6,-13.6,2.47,0.23,-0.12,582.0,,,27.09,8.11,-4.41,58.4,1.0,q1_q17_dr25_tce,5316.0,106.0,-106.0,4.57,0.02,-0.08,0.804,0.077,-0.038,284.38617,45.719711,13.704
9267996,K03431.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,19.6001405,0.0002376,-0.0002376,138.5631,0.0117,-0.0117,0.971,0.027,-0.685,8.613,0.318,-0.318,282.0,15.0,-15.0,2.08,0.59,-0.2,676.0,,,49.23,41.04,-13.46,19.7,1.0,q1_q17_dr25_tce,6003.0,161.0,-179.0,4.507,0.048,-0.192,0.932,0.265,-0.088,285.22256,45.70874,13.874
9268159,K08180.01,,CANDIDATE,CANDIDATE,0.295,0,0,0,0,185.97534,0.02258,-0.02258,299.6938,0.0656,-0.0656,0.4,0.046,-0.4,8.744,0.926,-0.926,54.5,41.7,-41.7,2.76,0.26,-1.38,688.0,,,53.05,17.71,-42.02,2.6,3.0,q1_q17_dr25_tce,7365.0,203.0,-330.0,3.628,0.504,-0.056,3.638,0.341,-1.82,285.32791,45.753738,10.554
9268456,K05647.01,,FALSE POSITIVE,FALSE POSITIVE,0.175,1,0,0,0,84.644104,0.00237,-0.00237,132.5301,0.0259,-0.0259,0.178,0.261,-0.178,48.182,0.786,-0.786,512.0,17.2,-17.2,34.61,2.13,-12.07,1254.0,,,584.49,171.88,-381.22,33.5,1.0,q1_q17_dr25_tce,5229.0,184.0,-253.0,2.486,0.03,-0.03,15.517,0.955,-5.412,285.50418,45.713482,15.359
9269042,K02397.01,Kepler-1221 b,CONFIRMED,CANDIDATE,0.997,0,0,0,0,12.00089667,6.862e-05,-6.862e-05,142.04182,0.00397,-0.00397,0.595,0.021,-0.488,3.266,0.127,-0.127,420.7,23.8,-23.8,1.47,0.16,-0.13,632.0,,,37.81,14.41,-9.49,20.0,1.0,q1_q17_dr25_tce,5195.0,157.0,-141.0,4.598,0.061,-0.055,0.69,0.074,-0.059,285.82233,45.711891,15.563
9269281,K01398.01,Kepler-1748 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.82348911,1.333e-05,-1.333e-05,354.99602,0.0016,-0.0016,0.877,0.05,-0.621,2.2441,0.0524,-0.0524,888.7,26.5,-26.5,3.0,0.87,-0.28,955.0,,,196.33,170.06,-55.9,38.1,1.0,q1_q17_dr25_tce,5774.0,172.0,-189.0,4.526,0.048,-0.192,0.864,0.249,-0.083,285.96786,45.739071,15.898
9271739,K05648.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,575.95408,0.01448,-0.01448,188.4547,0.0169,-0.0169,0.0868,0.3788,-0.0867,8.618,0.73,-0.73,1210.0,132.0,-132.0,2.92,1.07,-0.27,194.0,,,0.33,0.38,-0.08,11.4,1.0,q1_q16_tce,5398.0,174.0,-144.0,4.508,0.055,-0.238,0.854,0.314,-0.078,287.4462,45.794739,15.843
9271752,K01406.01,Kepler-836 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.36113254,2.414e-05,-2.414e-05,136.92584,0.0017,-0.0017,0.734,0.01,-0.528,4.1886,0.0592,-0.0592,569.5,11.3,-11.3,2.6,0.86,-0.29,869.0,,,134.97,132.49,-41.14,57.0,1.0,q1_q17_dr25_tce,6244.0,175.0,-197.0,4.46,0.056,-0.224,1.009,0.335,-0.112,287.45279,45.704399,14.63
9272070,K04126.01,Kepler-1555 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.10503551,8.946e-05,-8.946e-05,135.88389,0.00836,-0.00836,0.353,0.102,-0.353,4.459,0.222,-0.222,209.9,14.7,-14.7,1.45,0.47,-0.15,959.0,,,199.74,191.96,-60.13,16.5,1.0,q1_q17_dr25_tce,6201.0,175.0,-197.0,4.472,0.054,-0.216,0.989,0.321,-0.107,287.63547,45.716061,15.353
9274092,K05649.01,,CANDIDATE,CANDIDATE,,0,0,0,0,426.942225,0.007556,-0.007556,485.38171,0.00819,-0.00819,0.2981,0.1556,-0.2981,3.965,0.423,-0.423,1209.0,152.0,-152.0,2.32,0.33,-0.18,187.0,,,0.29,0.14,-0.07,11.8,1.0,q1_q16_tce,5126.0,152.0,-139.0,4.623,0.042,-0.071,0.669,0.097,-0.052,288.78986,45.727459,15.218
9274431,K05650.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,117.844963,0.002024,-0.002024,229.8693,0.0149,-0.0149,0.4594,0.0091,-0.4591,1.951,0.352,-0.352,1043.0,181.0,-181.0,2.52,0.51,-0.2,308.0,,,2.13,1.44,-0.55,6.6,1.0,q1_q16_tce,5317.0,195.0,-173.0,4.595,0.029,-0.128,0.769,0.157,-0.061,288.9707,45.732079,15.844
9277210,K02268.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,4.9432827,0.0003857,-0.0003857,132.8581,0.0622,-0.0622,0.5719,0.3388,-0.361,40.01,3.5,-3.5,27.1,2.1,-2.1,1.21,0.4,-0.45,1739.0,,,2161.95,2094.58,-1443.24,12.9,,,6701.0,184.0,-266.0,3.907,0.294,-0.185,2.236,0.736,-0.838,290.30646,45.750931,11.833
9277896,K01632.01,Kepler-915 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.59489816,1.581e-05,-1.581e-05,133.83995,0.0028,-0.0028,0.953,0.023,-0.719,3.1381,0.0656,-0.0656,109.7,4.7,-4.7,1.85,0.32,-0.32,1319.0,,,716.65,352.04,-269.03,27.7,1.0,q1_q17_dr25_tce,6056.0,121.0,-133.0,4.217,0.143,-0.117,1.381,0.24,-0.24,290.59207,45.737141,13.298
9278021,K07152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.359470825,4.56e-07,-4.56e-07,133.952372,0.000111,-0.000111,1.281,0.187,-0.092,2.14715,0.0046,-0.0046,2707.8,3.9,-3.9,129.93,22.73,-53.06,2421.0,,,8125.7,4341.07,-5635.01,504.1,1.0,q1_q17_dr25_tce,6587.0,176.0,-215.0,3.531,0.36,-0.112,3.514,0.615,-1.435,290.65009,45.782429,12.983
9278216,K04710.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,9.4527721,0.0001363,-0.0001363,135.7805,0.0105,-0.0105,0.746,0.205,-0.529,3.817,0.603,-0.603,197.3,27.3,-27.3,1.3,0.36,-0.12,832.0,,,113.38,92.0,-30.59,11.3,1.0,q1_q17_dr25_tce,5973.0,160.0,-178.0,4.547,0.044,-0.187,0.857,0.237,-0.079,290.7377,45.725368,15.58
9278553,K01385.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,18.610092584,1.958e-06,-1.958e-06,139.0850449,8.71e-05,-8.71e-05,1.258,0.04,-0.174,4.98308,0.00517,-0.00517,50834.0,39.2,-39.2,55.23,15.32,-5.08,686.0,,,52.24,42.55,-14.57,1309.3,1.0,q1_q17_dr25_tce,6077.0,164.0,-200.0,4.526,0.046,-0.184,0.891,0.247,-0.082,290.88354,45.765869,15.84
9278575,K07932.01,,CANDIDATE,CANDIDATE,0.23,0,0,0,0,502.25648,0.04197,-0.04197,162.5842,0.076,-0.076,0.05,0.403,-0.05,14.84,1.7,-1.7,153.2,24.3,-24.3,1.03,0.22,-0.15,215.0,,,0.51,0.33,-0.18,8.1,1.0,q1_q17_dr25_tce,5637.0,169.0,-152.0,4.46,0.135,-0.165,0.833,0.18,-0.12,290.89395,45.71664,13.339
9278725,K02223.01,Kepler-1148 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.104462494,1.552e-06,-1.552e-06,132.32134,0.00119,-0.00119,0.151,0.306,-0.151,1.0458,0.0407,-0.0407,469.1,17.0,-17.0,1.6,0.14,-0.16,1397.0,,,898.79,295.86,-253.88,35.3,1.0,q1_q17_dr25_tce,5002.0,151.0,-136.0,4.543,0.078,-0.048,0.753,0.065,-0.079,290.95355,45.719528,15.277
9279354,K02060.01,Kepler-1788 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.800111267,4.014e-06,-4.014e-06,132.04865,0.00121,-0.00121,0.806,0.096,-0.571,1.0237,0.0459,-0.0459,706.7,28.5,-28.5,2.13,0.17,-0.2,956.0,,,197.81,57.46,-54.04,33.5,1.0,q1_q17_dr25_tce,4786.0,130.0,-144.0,4.579,0.06,-0.03,0.704,0.054,-0.066,291.22433,45.778091,15.229
9279669,K00585.01,Kepler-612 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,3.722158895,3.79e-06,-3.79e-06,171.560055,0.000814,-0.000814,0.644,0.232,-0.435,1.9941,0.0311,-0.0311,757.4,12.8,-12.8,2.33,0.53,-0.21,1046.0,,,283.28,190.36,-73.34,70.3,1.0,q1_q17_dr25_tce,5617.0,152.0,-152.0,4.574,0.038,-0.152,0.806,0.182,-0.073,291.35464,45.747898,14.911
9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,364.751562,0.005117,-0.005117,135.47514,0.00915,-0.00915,0.875,0.014,-0.614,13.057,0.557,-0.557,1481.5,68.3,-68.3,2.89,0.2,-0.29,166.0,,,0.18,0.06,-0.05,25.5,1.0,q1_q17_dr25_tce,4386.0,137.0,-168.0,4.629,0.056,-0.024,0.63,0.045,-0.062,291.58517,45.71579,15.188
9282687,K06196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.680425996,8.022e-06,-8.022e-06,132.33173,0.00669,-0.00669,0.646,0.048,-0.038,5.4548,0.018,-0.018,277250.0,816.0,-816.0,102.31,31.03,-25.37,2203.0,,,5564.77,4980.91,-2911.86,440.1,1.0,q1_q17_dr25_tce,6844.0,190.0,-286.0,4.145,0.175,-0.175,1.629,0.494,-0.404,292.57278,45.757729,14.11
9282762,K04113.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.33255441,1.094e-05,-1.094e-05,132.05269,0.00608,-0.00608,0.649,0.297,-0.436,3.828,0.187,-0.187,106.7,8.0,-8.0,1.12,0.35,-0.14,1743.0,,,2180.2,2031.91,-759.48,15.1,1.0,q1_q17_dr25_tce,6099.0,171.0,-236.0,4.456,0.054,-0.202,1.028,0.324,-0.13,292.6069,45.701408,15.708
9282769,K03959.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,1.332567005,2.262e-06,-2.262e-06,132.0492,0.00142,-0.00142,1.185,0.186,-0.117,6.3373,0.081,-0.081,401.3,4.5,-4.5,27.36,8.44,-4.54,2007.0,,,3837.83,3400.73,-1470.49,110.6,1.0,q1_q17_dr25_tce,6388.0,157.0,-189.0,4.284,0.149,-0.182,1.223,0.377,-0.203,292.60968,45.708881,13.406
9282853,K05651.01,,CANDIDATE,CANDIDATE,0.643,0,0,0,0,83.499618,0.004992,-0.004992,163.5093,0.0518,-0.0518,0.341,0.123,-0.341,16.03,1.4,-1.4,501.0,37.4,-37.4,1.72,0.19,-0.2,343.0,,,3.29,1.45,-1.05,16.1,1.0,q1_q17_dr25_tce,5141.0,196.0,-179.0,4.526,0.082,-0.075,0.773,0.088,-0.088,292.64258,45.732342,15.726
9283156,K02657.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.22402436,3.172e-05,-3.172e-05,132.85379,0.00543,-0.00543,0.12,0.334,-0.12,2.608,0.151,-0.151,48.1,3.7,-3.7,0.58,0.05,-0.05,941.0,,,185.16,57.75,-37.44,15.1,1.0,q1_q17_dr25_tce,5487.0,109.0,-109.0,4.512,0.056,-0.077,0.84,0.085,-0.059,292.76175,45.727242,12.869
9284741,K07153.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,20.729255112,1.46e-06,-1.46e-06,134.55034,5.69e-05,-5.69e-05,0.575,0.003,-0.007,7.53677,0.00294,-0.00294,341970.0,105.0,-105.0,53.87,8.06,-6.58,567.0,,,24.47,11.93,-7.57,2957.7,1.0,q1_q17_dr25_tce,5256.0,158.0,-142.0,4.502,0.1,-0.137,0.802,0.12,-0.098,293.42542,45.760849,14.807
9285265,K03410.01,Kepler-1491 b,CONFIRMED,CANDIDATE,0.989,0,0,0,0,16.5860329,0.0001924,-0.0001924,133.28136,0.00884,-0.00884,0.167,0.29,-0.167,7.043,0.267,-0.267,231.3,17.6,-17.6,2.09,0.33,-0.45,821.0,,,107.25,45.28,-44.63,14.6,1.0,q1_q17_dr25_tce,5626.0,77.0,-77.0,4.149,0.188,-0.101,1.389,0.223,-0.298,293.62976,45.74065,15.589
